"site_zip","Number_Violations","Total_Penalty","Willful_Violations","Fatalities","Accidents","Repeat_Violations","Serious_Violations","text_Number_Violations","text_Total_Penalty","text_Fatalities","text_Willful_Violations","text_Serious_Violations","text_Repeat_Violations","lat","lon"
95358,37,17795,0,0,0,0,5,"Clarot Farms Inc.<br />Industry: Cattle Ranching and Farming<br />37 violations (5 serious, 0 repeat, 0 willful). <br />Total penalties: $17,795","Clarot Farms Inc.<br />Industry: Cattle Ranching and Farming<br />37 violations (5 serious, 0 repeat, 0 willful). <br />Total penalties: $17,795","Clarot Farms Inc.<br />Industry: Cattle Ranching and Farming<br />37 violations (5 serious, 0 repeat, 0 willful). <br />Total penalties: $17,795","Clarot Farms Inc.<br />Industry: Cattle Ranching and Farming<br />37 violations (5 serious, 0 repeat, 0 willful). <br />Total penalties: $17,795","Clarot Farms Inc.<br />Industry: Cattle Ranching and Farming<br />37 violations (5 serious, 0 repeat, 0 willful). <br />Total penalties: $17,795","Clarot Farms Inc.<br />Industry: Cattle Ranching and Farming<br />37 violations (5 serious, 0 repeat, 0 willful). <br />Total penalties: $17,795",37.611634,-121.107858
98837,36,20300,0,0,0,0,12,"Mickelsen Dairy Inc<br />Industry: Cattle Ranching and Farming<br />36 violations (12 serious, 0 repeat, 0 willful). <br />Total penalties: $20,300","Mickelsen Dairy Inc<br />Industry: Cattle Ranching and Farming<br />36 violations (12 serious, 0 repeat, 0 willful). <br />Total penalties: $20,300","Mickelsen Dairy Inc<br />Industry: Cattle Ranching and Farming<br />36 violations (12 serious, 0 repeat, 0 willful). <br />Total penalties: $20,300","Mickelsen Dairy Inc<br />Industry: Cattle Ranching and Farming<br />36 violations (12 serious, 0 repeat, 0 willful). <br />Total penalties: $20,300","Mickelsen Dairy Inc<br />Industry: Cattle Ranching and Farming<br />36 violations (12 serious, 0 repeat, 0 willful). <br />Total penalties: $20,300","Mickelsen Dairy Inc<br />Industry: Cattle Ranching and Farming<br />36 violations (12 serious, 0 repeat, 0 willful). <br />Total penalties: $20,300",47.149902,-119.305972
23430,35,54444.5,0,0,4,0,25,"Smithfield Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 0 repeat, 0 willful). <br />Total penalties: $54,444.50","Smithfield Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 0 repeat, 0 willful). <br />Total penalties: $54,444.50","Smithfield Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 0 repeat, 0 willful). <br />Total penalties: $54,444.50","Smithfield Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 0 repeat, 0 willful). <br />Total penalties: $54,444.50","Smithfield Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 0 repeat, 0 willful). <br />Total penalties: $54,444.50","Smithfield Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 0 repeat, 0 willful). <br />Total penalties: $54,444.50",37.001261,-76.655932
68467,35,71134,0,0,1,0,34,"Nutrition Services, Inc.<br />Industry: Animal Food Manufacturing<br />35 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $71,134","Nutrition Services, Inc.<br />Industry: Animal Food Manufacturing<br />35 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $71,134","Nutrition Services, Inc.<br />Industry: Animal Food Manufacturing<br />35 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $71,134","Nutrition Services, Inc.<br />Industry: Animal Food Manufacturing<br />35 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $71,134","Nutrition Services, Inc.<br />Industry: Animal Food Manufacturing<br />35 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $71,134","Nutrition Services, Inc.<br />Industry: Animal Food Manufacturing<br />35 violations (34 serious, 0 repeat, 0 willful). <br />Total penalties: $71,134",40.866364,-97.595637
73942,35,102205,0,6,6,0,14,"Seaboard Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $102,205","Seaboard Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $102,205","Seaboard Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $102,205","Seaboard Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $102,205","Seaboard Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $102,205","Seaboard Foods<br />Industry: Animal Slaughtering and Processing<br />35 violations (14 serious, 0 repeat, 0 willful). <br />Total penalties: $102,205",36.738486,-101.506398
75935,35,193407.5,0,0,3,1,25,"Tyson Foods, Inc<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $193,408","Tyson Foods, Inc<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $193,408","Tyson Foods, Inc<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $193,408","Tyson Foods, Inc<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $193,408","Tyson Foods, Inc<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $193,408","Tyson Foods, Inc<br />Industry: Animal Slaughtering and Processing<br />35 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $193,408",31.732513,-94.19129
21157,34,5650,0,0,0,0,20,"R. D. Bowman & Sons, Incorporated<br />Industry: Animal Food Manufacturing<br />34 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $5,650","R. D. Bowman & Sons, Incorporated<br />Industry: Animal Food Manufacturing<br />34 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $5,650","R. D. Bowman & Sons, Incorporated<br />Industry: Animal Food Manufacturing<br />34 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $5,650","R. D. Bowman & Sons, Incorporated<br />Industry: Animal Food Manufacturing<br />34 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $5,650","R. D. Bowman & Sons, Incorporated<br />Industry: Animal Food Manufacturing<br />34 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $5,650","R. D. Bowman & Sons, Incorporated<br />Industry: Animal Food Manufacturing<br />34 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $5,650",39.548569,-76.983558
28645,34,7100,0,0,0,0,22,"Carolina Prime Pet, Inc.<br />Industry: Animal Food Manufacturing<br />34 violations (22 serious, 0 repeat, 0 willful). <br />Total penalties: $7,100","Carolina Prime Pet, Inc.<br />Industry: Animal Food Manufacturing<br />34 violations (22 serious, 0 repeat, 0 willful). <br />Total penalties: $7,100","Carolina Prime Pet, Inc.<br />Industry: Animal Food Manufacturing<br />34 violations (22 serious, 0 repeat, 0 willful). <br />Total penalties: $7,100","Carolina Prime Pet, Inc.<br />Industry: Animal Food Manufacturing<br />34 violations (22 serious, 0 repeat, 0 willful). <br />Total penalties: $7,100","Carolina Prime Pet, Inc.<br />Industry: Animal Food Manufacturing<br />34 violations (22 serious, 0 repeat, 0 willful). <br />Total penalties: $7,100","Carolina Prime Pet, Inc.<br />Industry: Animal Food Manufacturing<br />34 violations (22 serious, 0 repeat, 0 willful). <br />Total penalties: $7,100",35.97883,-81.547779
93291,33,83281,0,5,6,0,7,"California Dairies Inc.<br />Industry: Dairy Product Manufacturing<br />33 violations (7 serious, 0 repeat, 0 willful). <br />Total penalties: $83,281","California Dairies Inc.<br />Industry: Dairy Product Manufacturing<br />33 violations (7 serious, 0 repeat, 0 willful). <br />Total penalties: $83,281","California Dairies Inc.<br />Industry: Dairy Product Manufacturing<br />33 violations (7 serious, 0 repeat, 0 willful). <br />Total penalties: $83,281","California Dairies Inc.<br />Industry: Dairy Product Manufacturing<br />33 violations (7 serious, 0 repeat, 0 willful). <br />Total penalties: $83,281","California Dairies Inc.<br />Industry: Dairy Product Manufacturing<br />33 violations (7 serious, 0 repeat, 0 willful). <br />Total penalties: $83,281","California Dairies Inc.<br />Industry: Dairy Product Manufacturing<br />33 violations (7 serious, 0 repeat, 0 willful). <br />Total penalties: $83,281",36.391777,-119.372842
99206,33,40800,0,0,0,1,25,"Longhorn Barbecue Production Center Inc<br />Industry: Animal Slaughtering and Processing<br />33 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $40,800","Longhorn Barbecue Production Center Inc<br />Industry: Animal Slaughtering and Processing<br />33 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $40,800","Longhorn Barbecue Production Center Inc<br />Industry: Animal Slaughtering and Processing<br />33 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $40,800","Longhorn Barbecue Production Center Inc<br />Industry: Animal Slaughtering and Processing<br />33 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $40,800","Longhorn Barbecue Production Center Inc<br />Industry: Animal Slaughtering and Processing<br />33 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $40,800","Longhorn Barbecue Production Center Inc<br />Industry: Animal Slaughtering and Processing<br />33 violations (25 serious, 1 repeat, 0 willful). <br />Total penalties: $40,800",47.629296,-117.254657
95304,32,29710,0,0,0,0,3,"Fred A Douma Dairy Partnership<br />Industry: Cattle Ranching and Farming<br />32 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $29,710","Fred A Douma Dairy Partnership<br />Industry: Cattle Ranching and Farming<br />32 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $29,710","Fred A Douma Dairy Partnership<br />Industry: Cattle Ranching and Farming<br />32 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $29,710","Fred A Douma Dairy Partnership<br />Industry: Cattle Ranching and Farming<br />32 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $29,710","Fred A Douma Dairy Partnership<br />Industry: Cattle Ranching and Farming<br />32 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $29,710","Fred A Douma Dairy Partnership<br />Industry: Cattle Ranching and Farming<br />32 violations (3 serious, 0 repeat, 0 willful). <br />Total penalties: $29,710",37.671103,-121.406559
95324,32,13570,0,0,1,0,0,"Aj Borba Holsteins<br />Industry: Cattle Ranching and Farming<br />32 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $13,570","Aj Borba Holsteins<br />Industry: Cattle Ranching and Farming<br />32 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $13,570","Aj Borba Holsteins<br />Industry: Cattle Ranching and Farming<br />32 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $13,570","Aj Borba Holsteins<br />Industry: Cattle Ranching and Farming<br />32 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $13,570","Aj Borba Holsteins<br />Industry: Cattle Ranching and Farming<br />32 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $13,570","Aj Borba Holsteins<br />Industry: Cattle Ranching and Farming<br />32 violations (0 serious, 0 repeat, 0 willful). <br />Total penalties: $13,570",37.394536,-120.890747
19440,31,105807.5,1,0,0,1,26,"Clemens Food Group<br />Industry: Animal Slaughtering and Processing<br />31 violations (26 serious, 1 repeat, 1 willful). <br />Total penalties: $105,808","Clemens Food Group<br />Industry: Animal Slaughtering and Processing<br />31 violations (26 serious, 1 repeat, 1 willful). <br />Total penalties: $105,808","Clemens Food Group<br />Industry: Animal Slaughtering and Processing<br />31 violations (26 serious, 1 repeat, 1 willful). <br />Total penalties: $105,808","Clemens Food Group<br />Industry: Animal Slaughtering and Processing<br />31 violations (26 serious, 1 repeat, 1 willful). <br />Total penalties: $105,808","Clemens Food Group<br />Industry: Animal Slaughtering and Processing<br />31 violations (26 serious, 1 repeat, 1 willful). <br />Total penalties: $105,808","Clemens Food Group<br />Industry: Animal Slaughtering and Processing<br />31 violations (26 serious, 1 repeat, 1 willful). <br />Total penalties: $105,808",40.285832,-75.291121
27330,31,11000,0,0,0,0,21,"Violet Sanford Holdings, Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (21 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000","Violet Sanford Holdings, Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (21 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000","Violet Sanford Holdings, Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (21 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000","Violet Sanford Holdings, Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (21 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000","Violet Sanford Holdings, Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (21 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000","Violet Sanford Holdings, Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (21 serious, 0 repeat, 0 willful). <br />Total penalties: $11,000",35.514271,-79.195453
35950,31,105847.95,0,0,7,0,20,"Alatrade Foods Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $105,848","Alatrade Foods Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $105,848","Alatrade Foods Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $105,848","Alatrade Foods Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $105,848","Alatrade Foods Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $105,848","Alatrade Foods Llc<br />Industry: Animal Slaughtering and Processing<br />31 violations (20 serious, 0 repeat, 0 willful). <br />Total penalties: $105,848",34.24975,-86.261098
