year,city,state,admin_financial,admin_judicial,admin_other,administration,air_transit,commercial_activ,correction,educ_elem_sec,educ_higher,education,education_services,envir_housing,fire,health,highways,hospitals,housing_commdevt,inspection,interest_general,libraries,misc,natural_resources,other_gen_spending,parking,parks_recreation,police,public_buildings,public_safety,public_welfare,seaport,sewerage,social_services,sp_empl_retire_tr,spend_intergovt,spend_liquor_store,spending_direct,spending_general,spending_utility,transportation,utility_elec,utility_gas,utility_transit,utility_water,waste_mgmt,welfare_cash,welfare_other,welfare_vendors,percentChange_police,percentChange_correction,percentChange_fire,percentChange_inspection,percentChange_public_safety,ratio_police_public_welfare,combined_police,combined_public_welfare,rank_public_safety,pct_social,pct_police,police_2017,police_1977,social_2017,social_1977
1996,Fairbanks,AK,124.33,31.47,71.69,254.98,0,0,0,2229.74,0,2229.74,2273.84,890.41,279.59,16.8,320.43,0,146.73,22.18,276.14,44.1,1936.34,0,1936.34,0,53.99,284.77,27.49,586.55,0.29,0,611.21,17.08,0,0,0,8424.96,6555.77,1869.18,320.43,1097.18,0,45.01,726.99,78.47,0,0.29,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,981.9655172413793,0.9989826703150213,0.001017329684978601,63,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
1997,Fairbanks,AK,141.28,31.64,68.95,269.5,0,0,0,2657.48,0,2657.48,2705.45,476.24,229.82,16.5,331.91,0,52.55,22.89,306.65,47.97,1692.62,0,1692.62,0,69.84,260.17,27.64,512.88,0,0,273.66,16.5,0,0,0,7640.01,6311.75,1328.26,331.91,1072.63,0,38.16,217.47,80.19,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,92,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
1998,Fairbanks,AK,146.94,33.51,79.42,287.21,0,0,0,2191.83,0,2191.83,2234.29,735.44,250.58,17.03,359.9,0,278.5,25.61,380.73,42.46,1799.07,0,1799.07,0,66.66,291,27.35,567.19,0,0,306.27,17.03,0,0,0,8038.41,6380.87,1657.54,359.9,1343.78,0,41.88,271.88,84.01,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,75,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
1999,Fairbanks,AK,121.11,33.6,72.07,227.01,0,0,0,2276.51,0,2276.51,2325.74,285.59,204.1,16.18,283.93,0,132.67,22.65,136.95,49.23,1242.26,0,1242.26,0,70.33,245.28,0.23,472.04,0.02,0,0.19,16.2,0,0,0,5042.28,4989.71,52.57,283.93,0,0,52.57,0,82.4,0,0.02,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,12264,0.9999184671830411,8.153281695882592e-5,111,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2000,Fairbanks,AK,128.86,34,73.48,236.34,0,0,0,2286.47,0,2286.47,2339.18,277.69,214.19,17.87,250.51,0,129.37,23.08,134.78,52.71,896.98,0,896.98,0,69.3,247.88,0,485.14,0,0,0,17.87,0,0,0,4686.6,4638.5,48.1,250.51,0,0,47.64,0.46,79.02,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,111,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2001,Fairbanks,AK,135.59,28.06,77.73,242.23,0,0,0,2257.54,0,2257.54,2310.85,262.28,203.45,17.86,222.73,0,109.01,22.41,128.85,53.31,695.22,0,695.22,0,71.12,403.47,0.85,629.33,0,0,0,17.86,0,0,0,4543.76,4509.35,34.42,222.73,0,0,34.02,0.4,82.16,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,69,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2002,Fairbanks,AK,139.63,22.84,85.18,249.31,0,0,0,2184.05,0,2184.05,2237.64,259.91,212.56,18.21,219.19,0,88.29,21.78,140.06,53.59,781.32,0,781.32,0,73.16,551.61,1.65,785.94,0,0,0,18.21,0,0,0,4724.39,4691.58,32.8,219.19,0,0,32.26,0.55,98.46,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,35,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2003,Fairbanks,AK,111.58,21.7,99.9,235.66,0,0,0,2171.8,0,2171.8,2219.43,311.64,229.52,16.47,298.42,0,68.92,24.5,115.97,47.63,592.31,0,592.31,0,99.83,404.99,2.49,659.01,0,0,0,16.47,0,0,0,4495.54,4448.9,46.64,298.42,0,0,46.64,0,142.89,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,63,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2004,Fairbanks,AK,88.22,21.72,82.81,196.03,0,0,0,2179.39,0,2179.39,2232,335.54,243.91,14.99,315.39,0,50.96,27.09,129.67,52.62,415.35,0,415.35,0,81.92,265.28,3.28,536.28,0,0,0,14.99,0,0,0,4210.14,4175.25,34.89,315.39,0,0,34.89,0,202.66,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,110,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2005,Fairbanks,AK,70.35,18.81,77.02,167.36,0,0,0,2185.32,0,2185.32,2237.7,256.49,232.08,51.5,297.06,0,33.41,25.48,102.18,52.38,430.07,0,430.07,0,111.3,241.87,1.18,499.43,0,0,0,51.5,0,0,0,4117.73,4041.79,75.95,297.06,0.49,0,75.13,0.32,111.79,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,121,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2006,Fairbanks,AK,85.16,17.86,83.25,186.26,0,0,0,2187.34,0,2187.34,2241.68,263.01,356.66,40.98,461.99,0,17.86,24.63,113.2,54.35,716.05,0,716.05,0,81.71,300.14,0,681.43,0,0,0,40.98,0,0,0,4810.72,4704.6,106.12,461.99,0.24,0,104.35,1.52,163.44,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,71,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2007,Fairbanks,AK,128.83,17.45,82.8,229.08,0,0,0,2280.36,0,2280.36,2339.67,218.33,296.39,45.65,346.1,0,3.75,25.78,105.57,59.32,682.56,0,682.56,8.57,95.12,271.93,0,594.11,0,0,0,45.65,0,0,0,4723.77,4569.64,154.13,354.67,0,0,154.01,0.12,119.47,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,100,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2008,Fairbanks,AK,128.56,11.61,145.82,286,0,0,0,2487.78,0,2487.78,2542.65,453.36,234.18,45.64,355.66,0,165.41,22.16,102.45,54.86,687.56,0,687.56,8.29,114.43,267.24,0,523.59,0,0,0,45.64,0,0,0,5114,5005.19,108.8,363.95,0,0,108.8,0,173.53,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,123,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2009,Fairbanks,AK,153.89,13.89,80.76,248.54,0,0,0,2552.39,0,2552.39,2613.32,418.35,268.39,45.52,458.67,0,169.62,22.84,99.94,60.93,1367.15,0,1367.15,9.33,87.09,332.13,0,623.36,0,0,0,45.52,0,0,0,5974.07,5884.18,89.89,468,0,0,89.89,0,161.64,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,99,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2010,Fairbanks,AK,138.29,14.93,88.33,241.56,0,0,0,2627.57,0,2627.57,2689.78,304.31,300.14,54.71,387.83,0,135.56,20.98,88.47,62.2,681.6,0,681.6,8.03,94.74,336.73,0,657.85,0,0,0,54.71,0,0,0,5195.92,5114.13,81.8,395.86,0,0,81.8,0,74,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,86,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2011,Fairbanks,AK,130.37,13.74,80.23,224.35,0,0,0,2570.75,0,2570.75,2632.38,321.3,260.8,50.86,422.8,0,125.34,21.2,73.55,61.63,637.34,0,637.34,10.05,93.55,354.09,0,636.09,0,0,0,50.86,0,0,0,5107.57,5008.72,98.85,432.86,0,0,98.85,0,102.41,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,91,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2012,Fairbanks,AK,114.28,16.96,126.46,257.71,0,0,0,2348.88,0,2348.88,2403.69,302.26,275.74,61.23,539.23,0,144.2,22.26,71.31,54.8,445.82,0,445.82,7.71,92.39,215.08,0,513.08,0,0,0,61.23,0,0,0,4709.72,4602.04,107.68,546.94,0,0,107.68,0,65.67,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,126,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2013,Fairbanks,AK,93.15,16.04,83.27,192.47,0,0,0,2358.04,0,2358.04,2420.57,358.09,265.37,66.17,585.59,0,139.72,0,58.29,62.53,370.36,0,370.36,7.29,137.93,292.75,0,558.12,0,0,0,66.17,0,0,0,4723.82,4616.94,106.88,592.88,0,0,106.88,0,80.44,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,112,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2014,Fairbanks,AK,130.16,31.13,111.66,272.95,0,0,0,2300.65,0,2300.65,2371.46,504.43,287.43,41.09,998.77,0,155.4,21.33,47.51,70.81,443.94,0,443.94,6.78,133.77,263.51,0,572.27,0,0,0,41.09,0,0,0,5370.05,5259.19,110.86,1005.55,0,3.1,107.76,0,215.26,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,107,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2015,Fairbanks,AK,135.49,22.88,86.26,244.62,0,0,0,2486.97,0,2486.97,2553.73,441.37,280.57,20.94,568.5,0,157.83,20.89,46.64,66.76,829.96,0,829.96,7.35,99.55,291.77,0,593.23,0,0,0,20.94,0,0,0,5541.48,5306.34,235.14,575.85,0,116.7,118.45,0,183.99,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,105,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2016,Fairbanks,AK,146.99,16.65,82.5,246.25,0,0,0,2127.49,0,2127.49,2186.21,451.52,310.92,22.85,476.31,0,158.14,21.5,45.46,58.73,858.9,0,858.9,13.69,97.92,236.6,0.11,569.02,0,0,0,22.85,0,0,0,5139.11,4870.22,268.88,490,0,153.41,115.48,0,195.46,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,119,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
2017,Fairbanks,AK,94.34,16.11,108.81,220.55,0,0,0,2133.62,0,2133.62,2191.84,430.35,328.31,41.98,446.01,0,155.72,21.86,64.27,58.22,923.85,0,923.85,0,96.89,207.75,1.29,557.93,0,0,0,41.98,0,0,0,5001.33,4876.79,124.54,446.01,0,23.83,100.71,0,177.75,0,0,0,-0.548310649215115,NA,-0.4213476214815729,-0.5686661404893449,-0.482434901993525,Inf,1,0,117,89.84059919339349,-48.24349019935251,557.93,1077.99,197.7,104.14
1977,Fargo,ND,33.03,0,54.41,122.1,23.75,0,15.17,1009.01,0,1009.01,1036.28,467.93,114.4,66.14,391.13,0.19,44.9,0,125.57,27.27,264.32,8.36,264.32,3.14,96.42,189.37,34.66,318.94,35.98,0,240.48,102.31,19,17.98,0,3036.7,2855.47,162.23,418.03,0,0,0,162.23,77.77,2.37,33.61,0,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,5.263201778765982,0.8403372531617485,0.1596627468382516,106,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1978,Fargo,ND,31.1,0,51.8,110.22,56.64,0,30.58,1074.07,0,1074.07,1094.87,540.96,100.14,76.09,286.8,0,47.68,0,170.57,20.8,185.05,9.53,185.05,2.88,97.74,172,27.32,302.72,46.75,0,325.55,122.84,18.73,20.39,0,3212.9,2873.56,320.6,346.32,0,0,0,320.6,60.46,2.43,44.32,0,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,3.679144385026738,0.7862857142857143,0.21371428571428572,115,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1979,Fargo,ND,35.7,0,54.47,121.9,38.74,0,2.75,1016.96,0,1016.96,1036.01,791.63,94.32,62.26,341.54,0,13.8,7.73,123.47,19.05,148.31,6.31,148.31,2.54,101.17,165.59,31.73,270.39,41.08,0,574.73,103.34,16.51,28.56,0,3226.45,2977.87,232.08,382.82,0,0,0,232.08,95.61,3.14,37.94,0,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,4.030915287244402,0.8012290124352832,0.19877098756471667,125,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1980,Fargo,ND,29.03,0,58.62,119.97,64.3,0,12.18,945.03,0,945.03,963.59,771.83,94.09,51.93,428.18,0,42.25,7.12,160.04,18.56,163.82,8.39,163.82,2.23,105.85,160.58,32.32,273.98,42.46,0,496.25,94.39,19.96,18.53,0,3237.4,3042.33,175.11,494.71,0,0,0,175.11,119.09,7.45,35.02,0,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,3.7819123881300047,0.7908786446020488,0.20912135539795113,119,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1981,Fargo,ND,33.36,0,58.81,137.32,28.13,0,10.79,926.04,0,926.04,944.45,632.61,88.17,62.14,200.71,0,48.85,6.98,155.73,18.41,142.21,8.34,142.21,2.24,89.54,161.02,45.15,266.96,39.64,0,370.82,101.78,22.49,37.33,0,2745.85,2612.13,111.23,231.07,0,0,0,111.23,115.05,3.27,35.76,0.61,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,4.062058526740667,0.8024519087012857,0.19754809129871423,126,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1982,Fargo,ND,27.04,33.38,19.47,119.48,72.03,0,10.39,1059.36,0,1059.36,1080.29,610.14,83.08,63.16,181.68,0,105.99,6.77,91.16,20.92,671.8,4.78,671.8,2.23,80.93,164.43,39.59,264.67,35.19,0,387.5,98.35,25.42,15.61,0,3295.48,3191.8,78.25,255.94,0,0,0,78.25,30.94,3.42,30.77,0.99,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,4.672634271099745,0.8237150586113616,0.1762849413886384,134,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1983,Fargo,ND,27.32,31.42,19.24,118,48.32,0,9.95,1029.75,0,1029.75,1048.73,592.68,91.89,68.64,175.45,0,81.43,6.71,199.9,18.98,249.03,4.59,249.03,2.35,91.96,161.03,40.02,269.58,33.56,0,385.8,102.21,25.61,41.25,0,2914.88,2806.25,83.02,226.12,0,0,0,83.02,28.89,3.24,29.4,0.92,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,4.7982717520858165,0.8275348167942854,0.17246518320571458,134,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1984,Fargo,ND,27.26,28.24,23.06,107.9,36.35,0,15.15,1016.54,0,1016.54,1035.39,488.34,89.68,50.62,194.39,0,246.23,6.64,223.11,18.85,247.59,9.98,247.59,5.16,76.2,156.88,29.34,268.36,50.59,0,145.54,101.21,24.7,17.75,0,2939.36,2707.79,206.88,235.9,0,0,0,206.88,10.4,3.17,46.1,1.32,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,3.101008104368452,0.7561575167494096,0.24384248325059046,135,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1985,Fargo,ND,28.58,29.64,20.24,100.6,271.45,0,14.02,1038.75,0,1038.75,1057.19,351.18,85.46,53.5,180.63,0,99.02,7.15,207.3,18.44,166.5,8.06,166.5,25.7,74.18,144.41,22.15,251.04,59.35,0,139.5,112.85,28.85,23.91,0,2871.9,2724.43,118.62,477.77,0,0,0,118.62,30.41,3.68,41.14,14.52,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.4331929233361413,0.7087259521005104,0.29127404789948963,145,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1986,Fargo,ND,33.28,37.86,19.91,109.33,338.2,0,13.88,1061.04,0,1061.04,1081.32,310.84,104.51,57.9,173.62,0,67.95,9.83,207.1,20.28,166.25,8.94,166.25,8.17,75.66,135.26,18.28,263.47,65.86,0,111.64,123.76,29.5,23.79,0,2941.92,2782.07,130.36,520,0,0,0,130.36,46.65,3.94,46.11,15.81,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.053750379593076,0.6725338106603023,0.3274661893396977,144,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1987,Fargo,ND,38.9,31.75,17.56,133.29,57.87,0,14.94,1040.7,0,1040.7,1062.56,501.16,102.58,47.5,187.58,0,86.61,9.51,204.58,21.86,150.69,6.45,150.69,3.82,73.68,141.9,45.07,268.94,40.91,0,288.42,88.41,37.53,8.9,0,2777.8,2658.9,81.37,249.27,0,0,0,81.37,46,2.47,28.57,9.87,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,3.4685895868980694,0.7762157431212735,0.22378425687872652,143,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1988,Fargo,ND,46.63,29.94,20.78,119.56,70.86,0,15.85,1067.94,0,1067.94,1089.49,363.16,93.72,49.51,182.92,0,52.8,9.32,185.45,21.55,133.42,5.92,133.42,5.42,71.17,141.71,22.21,260.59,49.49,0,104.38,99,43.89,5.94,0,2635.78,2509.88,82.01,259.2,0,0,0,82.01,128.9,1.95,36.18,11.36,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.863406748838149,0.7411610878661088,0.2588389121338912,145,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1989,Fargo,ND,43.89,33.95,30.77,122.85,60.25,0,18.93,1162.1,0,1162.1,1162.1,214.72,81.46,49.23,143.32,0,46.67,7.66,196.92,0,349.85,9.4,349.85,5.31,102.61,138.39,14.24,246.44,79.5,0,17.15,128.73,37.91,23.77,0,2752.36,2630.49,83.95,208.88,0,0,0,83.95,38.9,0,76.33,3.17,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,1.740754716981132,0.6351369957317913,0.3648630042682088,147,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1990,Fargo,ND,41.84,33.41,29.07,117.96,70.61,0,16.18,1227.91,0,1227.91,1248.93,280.29,87.39,46.59,152.86,0,70.35,7.62,246.36,21.02,125.9,42.48,125.9,5.57,100.84,116.22,13.64,227.41,90.37,0,21.38,136.96,41.09,23.59,0,2738.56,2612.85,84.62,229.04,0,0,0,84.62,45.24,0,87.2,3.17,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,1.2860462542879274,0.5625635316327025,0.43743646836729755,148,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1991,Fargo,ND,40.04,33.42,29.29,115.6,78.79,0,16.66,1115.67,0,1115.67,1137.22,587.7,87.07,44.88,129.46,0,39.87,7.64,273.4,21.56,403.5,157.88,403.5,5.34,301.28,122.17,12.84,233.53,60.64,0,28.3,105.52,38.74,23.68,0,3226.89,3070.06,118.1,213.59,0,0,0,118.1,60.37,0,57.52,3.12,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.0146767810026387,0.6682894808817899,0.33171051911821015,148,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1992,Fargo,ND,38.61,29.95,27.35,107.6,65.69,0,34.45,1173.57,0,1173.57,1195.14,987.25,79.16,50.87,139.76,0,35.71,7.62,244.43,21.57,403.57,76.98,403.57,4.71,698.78,118.75,11.68,239.99,52.99,0,117.68,103.86,41.29,21.48,0,3656.71,3491.99,123.42,210.16,0,0,0,123.42,58.1,0,50.2,2.8,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.2409888658237405,0.6914521951787586,0.3085478048212414,148,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1993,Fargo,ND,39.06,31.93,28.42,112.15,73.18,0,25.66,1179.25,0,1179.25,1200.29,719.38,76.67,51.13,112.43,0,67.72,7.8,332.94,21.03,369.27,43.35,369.27,5.66,442.42,119.75,12.74,229.87,55.27,0,95.59,106.4,39.15,27.36,0,3460.96,3261.57,160.24,191.27,0,0,0,160.24,70.29,0,52.36,2.91,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.1666365116699837,0.6842075191406696,0.31579248085933037,148,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1994,Fargo,ND,27.12,41.6,31.42,108.23,213.53,0,23.31,1255.25,0,1255.25,1275.52,621.18,71.84,51.34,151.5,0,118.91,7.79,254.39,20.26,412.25,36.54,412.25,4.19,248.03,113.17,8.1,216.1,58.11,0,148.78,109.45,37.33,27.76,0,3585.07,3366.35,181.38,369.23,0,0,26.68,154.7,68.91,0,55.08,3.02,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,1.9475133367750819,0.6607309668379262,0.3392690331620738,150,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1995,Fargo,ND,31.56,44.06,29.23,135.77,88.92,0,23.13,1182.38,0,1182.38,1201.8,488.83,68.24,43.57,139.22,0,114.53,7.95,233.74,19.42,433.61,20.03,433.61,4.61,226.93,126.95,30.92,226.27,59.42,0,52.07,102.99,40.1,27.7,0,3684.79,3055.76,588.92,232.76,0,0,30.72,558.2,75.26,0,56.35,3.07,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.1364860316391785,0.6811718624242099,0.3188281375757901,149,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1996,Fargo,ND,26.1,35.74,20.88,90.88,129.01,0,51.18,1160.87,0,1160.87,1179.96,517.94,66.06,43.69,155.83,0,138.39,8.16,200.61,19.09,498.43,35.17,498.43,5.2,234.6,123.58,8.17,248.98,58.4,0,35.51,102.09,38.17,27.75,0,3763.26,3128.94,596.15,290.04,0,0,27.55,568.6,74.28,0,55.29,3.11,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.116095890410959,0.6790856138037147,0.3209143861962853,150,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1997,Fargo,ND,39.48,34.19,29.13,113.1,91.76,0,38.52,1194.84,0,1194.84,1214.63,512.57,66.15,50.86,119.77,0,149.5,8.16,223.27,19.8,603.03,35.73,603.03,3.57,235.82,130.58,10.29,243.41,56.37,0,30.59,107.23,51.09,26.26,0,3586.78,3232.34,303.36,215.09,0,0,26.81,276.55,60.92,0,53.48,2.9,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.3164803973744905,0.6984755282161006,0.3015244717838994,150,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1998,Fargo,ND,45.36,41.54,30.68,128.31,111.78,0,38.34,1244.59,0,1244.59,1266.34,429.57,72.73,55.46,119.52,0,131.66,8.97,236.22,21.76,702.84,3.41,702.84,3.91,193.63,150.36,10.73,270.41,61.85,0,33.79,117.32,49.32,28.62,0,3743.46,3386.22,307.91,235.21,0,0,29.39,278.52,67.08,0,59.41,2.44,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.4310428455941797,0.7085434239668253,0.2914565760331747,149,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
1999,Fargo,ND,64.52,46.45,36.99,172.3,48.61,0,28.82,1478.86,0,1478.86,1499.2,967.03,66.53,51.1,180.57,0,653.2,9.79,197.3,20.34,168.5,3.61,168.5,7.37,238.47,122.77,24.34,227.91,53.99,0,30.33,105.08,47.31,21.67,0,3761.83,3573.87,140.64,236.55,0,0,25.74,114.9,41.44,0,51.11,2.88,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.2739396184478604,0.6945575922154333,0.30544240778456666,150,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
2000,Fargo,ND,52.04,44.73,33.72,141.75,59.36,0,40.1,1565.48,0,1565.48,1587.83,477.12,80.39,48.28,147.66,0,135.57,10.3,185.13,22.35,732.05,10.99,732.05,3.58,239.14,140.14,11.26,270.94,55.49,0,33.35,103.77,54.1,27.43,0,3913.25,3709.17,149.99,210.6,0,0,26.44,123.55,58.07,0,52.75,2.74,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.525500090106325,0.716352297704851,0.283647702295149,150,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
2001,Fargo,ND,61.31,46.9,36.34,165.75,84.26,0,30.51,1345.19,0,1345.19,1366.45,461.06,85.49,51.03,155.97,0,135.37,10.41,178.38,21.27,648.82,20.75,648.82,6.25,206.31,171.27,21.2,297.68,56.79,0,40.45,107.81,48.72,29.38,0,3678.66,3472.44,157.5,246.48,0,0,29.82,127.67,58.17,0,54.07,2.72,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,3.0158478605388277,0.7509865824782952,0.2490134175217048,150,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
2002,Fargo,ND,64.8,40.04,38.82,165.27,230.01,0,150.3,1366.89,0,1366.89,1388.23,731.68,87.95,57.98,174.95,0,148.62,10.72,205.54,21.34,615.13,97.02,615.13,20.81,361.27,146.25,21.61,395.22,59.02,0,42.22,117,37.71,32.57,0,4245.7,4043.83,164.17,425.77,0,0,30.4,133.76,82.54,0,56.39,2.64,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.4779735682819384,0.7124762507916402,0.2875237492083597,143,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
2003,Fargo,ND,68.38,38.43,36.92,166.38,125.15,0,105.34,1458.86,0,1458.86,1477.03,713,94.42,71.18,160.38,0,149.2,11.52,204,18.16,546.31,19,546.31,5.76,422.65,160.11,22.65,371.39,58.53,0,38.08,129.71,42.56,39.62,0,4104.63,3899.09,162.98,291.28,0,0,40.23,122.75,84.07,0,58.53,0,0.1998732639805671,3.779828609096902,-0.10096153846153856,Inf,0.3283689722204804,2.7355202460276784,0.7322996706915478,0.2677003293084522,146,88.45866449290129,32.83689722204804,423.67,318.94,277.43,147.21
